source,source_id,cpu,gpu,ram_gb,ram_type,storage_gb,storage_type,condition,brand,system_age_years,asking_price,sold_price,cpu_score,gpu_score,condition_score
synthetic_demo,demo-00149,Intel Core i7-14700K,NVIDIA GeForce RTX 4070,32,DDR5,1024,NVMe SSD,like_new,Dell,2.2,2144.25,1988.47,93.0,72.0,0.95
synthetic_demo,demo-00150,Intel Core i7-12700K,NVIDIA GeForce RTX 4080,64,DDR5,1024,NVMe SSD,excellent,ASUS,2.6,2471.22,2000.83,76.0,90.0,0.9
synthetic_demo,demo-00151,Intel Core i5-13600K,NVIDIA GeForce RTX 3090,64,DDR5,1024,SATA SSD,excellent,Alienware,6.3,1439.74,1363.36,79.0,82.0,0.9
synthetic_demo,demo-00152,Intel Core i7-12700K,AMD Radeon RX 6800 XT,128,DDR5,2048,NVMe SSD,new,ASUS,4.6,1931.89,1799.94,76.0,69.0,1.0
synthetic_demo,demo-00153,AMD Ryzen 5 5600X,NVIDIA GeForce RTX 4090,16,DDR5,2048,NVMe SSD,excellent,Alienware,2.8,1867.15,1951.74,58.0,100.0,0.9
synthetic_demo,demo-00154,AMD Ryzen 7 7700X,AMD Radeon RX 6700 XT,32,DDR5,512,HDD,like_new,Lenovo,0.1,1102.85,1188.08,82.0,57.0,0.95
synthetic_demo,demo-00155,AMD Ryzen 7 5800X,AMD Radeon RX 7900 XTX,32,DDR5,1024,NVMe SSD,excellent,Lenovo,2.0,2194.5,1778.76,70.0,92.0,0.9
synthetic_demo,demo-00156,AMD Ryzen 9 7900X,NVIDIA GeForce RTX 4080,16,DDR5,2048,SATA SSD,good,HP,4.7,1381.36,1285.26,88.0,90.0,0.84
synthetic_demo,demo-00157,Intel Core i5-13600K,Intel Arc A770,32,DDR4,1024,NVMe SSD,like_new,ASUS,2.1,1494.43,1411.79,79.0,48.0,0.95
synthetic_demo,demo-00158,Intel Core i5-13600K,AMD Radeon RX 7600,32,DDR5,512,NVMe SSD,new,Dell,3.9,1484.14,1294.62,79.0,50.0,1.0
synthetic_demo,demo-00159,AMD Ryzen 7 5800X,NVIDIA GeForce RTX 4070,64,DDR4,1024,SATA SSD,good,Alienware,0.9,2087.81,1606.29,70.0,72.0,0.84
synthetic_demo,demo-00160,AMD Ryzen 7 7700X,AMD Radeon RX 7900 XTX,32,DDR5,1024,NVMe SSD,excellent,HP,3.2,2091.01,1993.05,82.0,92.0,0.9
synthetic_demo,demo-00161,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XT,8,DDR5,2048,NVMe SSD,good,HP,3.8,1588.14,1552.5,95.0,84.0,0.84
synthetic_demo,demo-00162,Intel Core i9-14900K,NVIDIA GeForce RTX 4070 Ti,32,DDR5,4096,NVMe SSD,good,ASUS,1.5,2124.72,2225.2,100.0,80.0,0.84
synthetic_demo,demo-00163,Intel Core i7-14700K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,512,NVMe SSD,new,MSI,3.9,2177.25,2022.23,93.0,84.0,1.0
synthetic_demo,demo-00164,Intel Core i9-14900K,NVIDIA GeForce RTX 3060,16,DDR5,2048,NVMe SSD,good,Alienware,2.3,1571.42,1557.2,100.0,48.0,0.84
synthetic_demo,demo-00165,Intel Core i7-14700K,NVIDIA GeForce RTX 2080,32,DDR4,2048,SATA SSD,excellent,Alienware,4.4,951.45,945.36,93.0,44.0,0.9
synthetic_demo,demo-00166,AMD Ryzen 7 7700X,Intel Arc A750,16,DDR5,4096,NVMe SSD,good,Lenovo,0.0,1710.72,1454.22,82.0,43.0,0.84
synthetic_demo,demo-00167,Intel Core i5-14600K,AMD Radeon RX 6700 XT,32,DDR5,4096,HDD,excellent,HP,4.3,1176.71,1322.52,84.0,57.0,0.9
synthetic_demo,demo-00168,AMD Ryzen 9 7900X,AMD Radeon RX 7700 XT,32,DDR5,1024,SATA SSD,good,Dell,0.0,1922.64,1499.67,88.0,64.0,0.84
synthetic_demo,demo-00169,Intel Core i5-14600K,AMD Radeon RX 7800 XT,8,DDR5,1024,NVMe SSD,fair,custom,3.5,1186.91,1092.41,84.0,73.0,0.72
synthetic_demo,demo-00170,Intel Core i5-12600K,AMD Radeon RX 7900 XTX,32,DDR4,1024,NVMe SSD,good,ASUS,0.1,1921.53,1830.12,68.0,92.0,0.84
synthetic_demo,demo-00171,AMD Ryzen 7 5800X,NVIDIA GeForce RTX 3060,32,DDR4,1024,NVMe SSD,good,MSI,2.7,1416.46,1318.29,70.0,48.0,0.84
synthetic_demo,demo-00172,Intel Core i9-13900K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,1024,NVMe SSD,good,Lenovo,3.9,1598.88,1415.21,95.0,84.0,0.84
synthetic_demo,demo-00173,AMD Ryzen 7 5800X3D,NVIDIA GeForce RTX 2080,32,DDR5,1024,NVMe SSD,good,MSI,5.6,865.1,909.45,78.0,44.0,0.84
synthetic_demo,demo-00174,Intel Core i9-13900K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,1024,NVMe SSD,good,Lenovo,5.1,1615.63,1368.74,95.0,84.0,0.84
synthetic_demo,demo-00175,AMD Ryzen 7 7700X,NVIDIA GeForce RTX 3060,16,DDR5,2048,HDD,good,HP,2.0,1501.33,1425.56,82.0,48.0,0.84
synthetic_demo,demo-00176,AMD Ryzen 7 7700X,Intel Arc A770,32,DDR5,512,NVMe SSD,excellent,Alienware,3.2,1569.84,1563.86,82.0,48.0,0.9
synthetic_demo,demo-00177,Intel Core i5-12600K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,1024,SATA SSD,excellent,Alienware,1.2,1865.88,1719.33,68.0,84.0,0.9
synthetic_demo,demo-00178,Intel Core i9-13900K,AMD Radeon RX 7700 XT,16,DDR5,4096,NVMe SSD,good,Lenovo,0.1,2083.7,2113.02,95.0,64.0,0.84
synthetic_demo,demo-00179,Intel Core i5-12400,AMD Radeon RX 7600,8,DDR4,1024,NVMe SSD,like_new,Alienware,4.8,726.43,755.64,56.0,50.0,0.95
synthetic_demo,demo-00180,AMD Ryzen 7 5800X3D,AMD Radeon RX 7800 XT,16,DDR5,1024,HDD,good,MSI,0.0,1548.54,1454.35,78.0,73.0,0.84
synthetic_demo,demo-00181,Intel Core i5-14600K,NVIDIA GeForce RTX 3090,32,DDR5,1024,NVMe SSD,like_new,ASUS,2.5,1897.91,1853.28,84.0,82.0,0.95
synthetic_demo,demo-00182,Intel Core i5-14600K,AMD Radeon RX 7800 XT,64,DDR5,2048,NVMe SSD,like_new,Alienware,3.1,1945.26,1751.41,84.0,73.0,0.95
synthetic_demo,demo-00183,AMD Ryzen 7 7700X,NVIDIA GeForce RTX 3080,16,DDR5,1024,NVMe SSD,good,Lenovo,3.9,1525.16,1392.01,82.0,72.0,0.84
synthetic_demo,demo-00184,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 3070,16,DDR5,1024,NVMe SSD,good,custom,3.3,1688.78,1637.54,96.0,60.0,0.84
synthetic_demo,demo-00185,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,64,DDR5,2048,SATA SSD,good,Alienware,2.3,1452.17,1550.18,74.0,73.0,0.84
synthetic_demo,demo-00186,Intel Core i7-13700K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,512,NVMe SSD,like_new,Dell,0.7,1904.74,1844.01,87.0,84.0,0.95
synthetic_demo,demo-00187,Intel Core i5-13600K,NVIDIA GeForce RTX 4070,64,DDR5,1024,NVMe SSD,new,Alienware,3.4,1801.27,1869.61,79.0,72.0,1.0
synthetic_demo,demo-00188,AMD Ryzen 7 7700X,AMD Radeon RX 6800 XT,64,DDR5,1024,NVMe SSD,excellent,custom,4.3,1651.02,1612.27,82.0,69.0,0.9
synthetic_demo,demo-00189,AMD Ryzen 9 7950X,NVIDIA GeForce RTX 3090,32,DDR5,2048,SATA SSD,fair,Lenovo,1.7,1682.48,1589.05,95.0,82.0,0.72
synthetic_demo,demo-00190,Intel Core i5-12400,NVIDIA GeForce RTX 4090,32,DDR4,1024,NVMe SSD,new,Dell,0.3,2300.73,2157.87,56.0,100.0,1.0
synthetic_demo,demo-00191,AMD Ryzen 5 7600X,AMD Radeon RX 6700 XT,32,DDR4,2048,NVMe SSD,excellent,Lenovo,1.3,1424.76,1592.77,74.0,57.0,0.9
synthetic_demo,demo-00192,Intel Core i5-12400,AMD Radeon RX 7600,64,DDR4,1024,NVMe SSD,good,ASUS,5.1,1252.77,1234.56,56.0,50.0,0.84
synthetic_demo,demo-00193,Intel Core i7-13700K,NVIDIA GeForce RTX 2080,16,DDR5,256,NVMe SSD,good,custom,3.4,696.8,753.82,87.0,44.0,0.84
synthetic_demo,demo-00194,Intel Core i9-13900K,NVIDIA GeForce RTX 4070,16,DDR4,1024,NVMe SSD,good,ASUS,2.3,1496.87,1346.79,95.0,72.0,0.84
synthetic_demo,demo-00195,Intel Core i5-13600K,Intel Arc A750,16,DDR5,512,NVMe SSD,new,Alienware,6.2,885.78,926.3,79.0,43.0,1.0
synthetic_demo,demo-00196,AMD Ryzen 9 7950X,NVIDIA GeForce RTX 4060,64,DDR5,1024,NVMe SSD,good,HP,3.2,1528.44,1665.39,95.0,54.0,0.84
synthetic_demo,demo-00197,AMD Ryzen 5 5600X,NVIDIA GeForce RTX 4080,64,DDR5,1024,NVMe SSD,new,ASUS,3.2,2042.25,2334.47,58.0,90.0,1.0
synthetic_demo,demo-00198,Intel Core i9-13900K,NVIDIA GeForce RTX 3080,16,DDR5,1024,NVMe SSD,excellent,Alienware,0.6,1798.3,1820.25,95.0,72.0,0.9
synthetic_demo,demo-00199,Intel Core i5-13600K,AMD Radeon RX 7700 XT,32,DDR5,2048,SATA SSD,good,HP,4.2,1132.45,1312.98,79.0,64.0,0.84
synthetic_demo,demo-00200,AMD Ryzen 7 5800X3D,AMD Radeon RX 6800 XT,16,DDR5,512,NVMe SSD,good,ASUS,3.7,1449.36,1241.48,78.0,69.0,0.84
synthetic_demo,demo-00201,Intel Core i7-12700K,NVIDIA GeForce RTX 4060 Ti,32,DDR5,1024,NVMe SSD,excellent,HP,1.7,1601.62,1463.86,76.0,62.0,0.9
synthetic_demo,demo-00202,AMD Ryzen 5 5600X,Intel Arc A750,128,DDR4,4096,NVMe SSD,excellent,Lenovo,4.1,1430.49,1641.52,58.0,43.0,0.9
synthetic_demo,demo-00203,AMD Ryzen 7 5800X3D,NVIDIA GeForce RTX 4090,16,DDR4,1024,SATA SSD,excellent,ASUS,3.7,1517.99,1427.32,78.0,100.0,0.9
synthetic_demo,demo-00204,Intel Core i7-14700K,NVIDIA GeForce RTX 2080,32,DDR5,1024,NVMe SSD,fair,Dell,0.4,1261.02,1314.47,93.0,44.0,0.72
synthetic_demo,demo-00205,Intel Core i5-14600K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,1024,NVMe SSD,excellent,custom,0.6,2231.19,2096.66,84.0,84.0,0.9
synthetic_demo,demo-00206,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4060 Ti,32,DDR5,1024,NVMe SSD,excellent,HP,1.8,1900.49,1908.25,100.0,62.0,0.9
synthetic_demo,demo-00207,AMD Ryzen 7 5800X,Intel Arc A770,16,DDR5,2048,NVMe SSD,like_new,custom,2.9,1426.81,1458.85,70.0,48.0,0.95
synthetic_demo,demo-00208,Intel Core i5-14600K,NVIDIA GeForce RTX 4060 Ti,64,DDR5,1024,NVMe SSD,good,Dell,3.6,1325.81,1327.36,84.0,62.0,0.84
synthetic_demo,demo-00209,Intel Core i7-14700K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,1024,NVMe SSD,good,ASUS,5.1,1024.79,1283.04,93.0,84.0,0.84
synthetic_demo,demo-00210,AMD Ryzen 7 5800X3D,NVIDIA GeForce RTX 2080,32,DDR5,512,SATA SSD,good,custom,5.5,1197.02,1197.65,78.0,44.0,0.84
synthetic_demo,demo-00211,Intel Core i7-14700K,AMD Radeon RX 6800 XT,32,DDR4,1024,NVMe SSD,like_new,Dell,0.0,1858.95,1838.04,93.0,69.0,0.95
synthetic_demo,demo-00212,Intel Core i7-13700K,AMD Radeon RX 7700 XT,32,DDR4,2048,SATA SSD,excellent,custom,2.5,1433.66,1305.76,87.0,64.0,0.9
synthetic_demo,demo-00213,Intel Core i5-14600K,AMD Radeon RX 7800 XT,32,DDR4,1024,NVMe SSD,like_new,Lenovo,3.7,1412.92,1272.99,84.0,73.0,0.95
synthetic_demo,demo-00214,AMD Ryzen 9 7950X,NVIDIA GeForce RTX 4070 Ti,32,DDR5,1024,NVMe SSD,excellent,Lenovo,6.3,1363.83,1355.34,95.0,80.0,0.9
synthetic_demo,demo-00215,Intel Core i9-14900K,NVIDIA GeForce RTX 4070 Ti SUPER,16,DDR5,2048,SATA SSD,excellent,Lenovo,2.6,1624.44,1873.78,100.0,84.0,0.9
synthetic_demo,demo-00216,AMD Ryzen 9 7900X,AMD Radeon RX 7600,32,DDR5,1024,NVMe SSD,good,Lenovo,3.1,1489.6,1216.21,88.0,50.0,0.84
synthetic_demo,demo-00217,Intel Core i9-13900K,AMD Radeon RX 6700 XT,16,DDR5,2048,NVMe SSD,good,Dell,2.5,1609.73,1731.59,95.0,57.0,0.84
synthetic_demo,demo-00218,AMD Ryzen 7 5800X,AMD Radeon RX 6700 XT,32,DDR5,2048,NVMe SSD,good,ASUS,3.8,1342.88,1408.97,70.0,57.0,0.84
synthetic_demo,demo-00219,Intel Core i9-14900K,AMD Radeon RX 7700 XT,16,DDR5,2048,NVMe SSD,good,Alienware,3.1,1768.88,1755.51,100.0,64.0,0.84
synthetic_demo,demo-00220,Intel Core i5-14600K,AMD Radeon RX 7900 XT,32,DDR5,1024,NVMe SSD,good,ASUS,0.0,1867.79,1966.6,84.0,84.0,0.84
synthetic_demo,demo-00221,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16,DDR5,1024,NVMe SSD,good,Dell,2.2,1492.68,1716.84,93.0,92.0,0.84
synthetic_demo,demo-00222,Intel Core i5-14600K,NVIDIA GeForce RTX 3090,16,DDR5,512,NVMe SSD,good,Alienware,0.1,1891.07,1914.56,84.0,82.0,0.84
synthetic_demo,demo-00223,Intel Core i9-13900K,AMD Radeon RX 6700 XT,32,DDR5,1024,HDD,good,Dell,0.0,1698.55,1591.54,95.0,57.0,0.84
synthetic_demo,demo-00224,Intel Core i5-13600K,NVIDIA GeForce RTX 4090,16,DDR5,1024,NVMe SSD,good,custom,1.6,1779.85,1584.09,79.0,100.0,0.84
synthetic_demo,demo-00225,AMD Ryzen 9 7950X,NVIDIA GeForce RTX 3070,32,DDR5,2048,NVMe SSD,good,MSI,3.4,2055.18,1899.39,95.0,60.0,0.84
synthetic_demo,demo-00226,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,16,DDR5,1024,NVMe SSD,new,custom,3.5,2008.66,1790.77,96.0,84.0,1.0
synthetic_demo,demo-00227,Intel Core i5-12400,NVIDIA GeForce RTX 4060,32,DDR5,1024,NVMe SSD,good,Dell,3.9,1285.38,1301.16,56.0,54.0,0.84
synthetic_demo,demo-00228,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070,128,DDR5,1024,NVMe SSD,excellent,Alienware,2.1,2241.78,2003.23,96.0,72.0,0.9
synthetic_demo,demo-00229,AMD Ryzen 7 5800X,Intel Arc A770,32,DDR4,1024,SATA SSD,good,MSI,5.3,871.88,874.05,70.0,48.0,0.84
synthetic_demo,demo-00230,Intel Core i5-13600K,AMD Radeon RX 7600,32,DDR5,1024,NVMe SSD,good,Alienware,3.3,1418.34,1249.42,79.0,50.0,0.84
synthetic_demo,demo-00231,Intel Core i7-13700K,Intel Arc A770,32,DDR5,1024,NVMe SSD,good,ASUS,0.0,1392.28,1447.64,87.0,48.0,0.84
synthetic_demo,demo-00232,Intel Core i9-14900K,AMD Radeon RX 7700 XT,64,DDR5,1024,HDD,good,MSI,0.0,1500.34,1581.83,100.0,64.0,0.84
synthetic_demo,demo-00233,AMD Ryzen 9 7950X3D,Intel Arc A770,32,DDR4,4096,NVMe SSD,good,Alienware,2.5,1840.39,1812.31,100.0,48.0,0.84
synthetic_demo,demo-00234,Intel Core i5-12600K,Intel Arc A750,32,DDR5,2048,SATA SSD,good,custom,1.0,1482.86,1295.17,68.0,43.0,0.84
synthetic_demo,demo-00235,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,8,DDR5,1024,NVMe SSD,excellent,MSI,1.1,1609.15,1468.4,96.0,54.0,0.9
synthetic_demo,demo-00236,Intel Core i5-13600K,NVIDIA GeForce RTX 4080,32,DDR5,1024,HDD,good,HP,2.4,1697.45,1634.31,79.0,90.0,0.84
synthetic_demo,demo-00237,Intel Core i9-13900K,NVIDIA GeForce RTX 4060 Ti,32,DDR5,1024,NVMe SSD,good,ASUS,4.0,1273.57,1226.01,95.0,62.0,0.84
synthetic_demo,demo-00238,AMD Ryzen 5 5600X,Intel Arc A770,32,DDR5,4096,NVMe SSD,excellent,Dell,2.4,1231.23,1393.35,58.0,48.0,0.9
synthetic_demo,demo-00239,Intel Core i9-14900K,NVIDIA GeForce RTX 4060,32,DDR5,1024,NVMe SSD,fair,ASUS,4.0,1025.58,1093.63,100.0,54.0,0.72
synthetic_demo,demo-00240,AMD Ryzen 5 5600X,NVIDIA GeForce RTX 3070,16,DDR5,2048,NVMe SSD,excellent,Dell,2.6,1314.2,1618.61,58.0,60.0,0.9
synthetic_demo,demo-00241,AMD Ryzen 7 7700X,NVIDIA GeForce RTX 3070,16,DDR5,4096,NVMe SSD,good,ASUS,0.3,2101.48,1771.73,82.0,60.0,0.84
synthetic_demo,demo-00242,Intel Core i5-13600K,NVIDIA GeForce RTX 4060,16,DDR5,1024,SATA SSD,good,Lenovo,3.3,1147.65,1239.39,79.0,54.0,0.84
synthetic_demo,demo-00243,AMD Ryzen 5 7600X,NVIDIA GeForce RTX 3090,16,DDR4,2048,NVMe SSD,new,HP,0.9,2211.96,2115.03,74.0,82.0,1.0
synthetic_demo,demo-00244,Intel Core i9-13900K,AMD Radeon RX 7700 XT,16,DDR5,2048,NVMe SSD,fair,HP,3.7,1268.69,1188.12,95.0,64.0,0.72
synthetic_demo,demo-00245,Intel Core i5-13600K,AMD Radeon RX 7700 XT,32,DDR5,2048,NVMe SSD,new,MSI,3.1,2189.69,1953.86,79.0,64.0,1.0
synthetic_demo,demo-00246,AMD Ryzen 9 7900X,Intel Arc A750,32,DDR5,1024,NVMe SSD,fair,Alienware,0.0,1116.91,979.59,88.0,43.0,0.72
synthetic_demo,demo-00247,Intel Core i7-12700K,NVIDIA GeForce RTX 4060 Ti,64,DDR5,512,NVMe SSD,good,MSI,4.8,966.85,1132.13,76.0,62.0,0.84
synthetic_demo,demo-00248,Intel Core i9-14900K,NVIDIA GeForce RTX 4080,8,DDR5,1024,HDD,excellent,ASUS,3.0,2211.76,1813.27,100.0,90.0,0.9
synthetic_demo,demo-00249,Intel Core i5-12400,AMD Radeon RX 7600,32,DDR5,4096,NVMe SSD,good,Dell,3.7,1254.65,1319.72,56.0,50.0,0.84
synthetic_demo,demo-00250,AMD Ryzen 7 5800X3D,AMD Radeon RX 7800 XT,32,DDR5,2048,NVMe SSD,excellent,ASUS,2.8,1595.21,1699.75,78.0,73.0,0.9
synthetic_demo,demo-00251,AMD Ryzen 7 5800X,NVIDIA GeForce RTX 4060 Ti,32,DDR5,2048,NVMe SSD,good,custom,6.3,1562.91,1354.8,70.0,62.0,0.84
synthetic_demo,demo-00252,Intel Core i7-13700K,NVIDIA GeForce RTX 4070 Ti,16,DDR5,512,NVMe SSD,excellent,Alienware,1.2,2190.59,1984.3,87.0,80.0,0.9
synthetic_demo,demo-00253,Intel Core i5-14600K,NVIDIA GeForce RTX 3080,64,DDR5,1024,SATA SSD,good,ASUS,3.6,1850.5,1676.88,84.0,72.0,0.84
synthetic_demo,demo-00254,AMD Ryzen 5 7600X,NVIDIA GeForce RTX 4080,32,DDR4,1024,NVMe SSD,good,ASUS,4.1,1688.42,1571.97,74.0,90.0,0.84
synthetic_demo,demo-00255,Intel Core i9-14900K,NVIDIA GeForce RTX 4070 Ti,32,DDR5,4096,NVMe SSD,fair,HP,0.0,1919.37,1949.82,100.0,80.0,0.72
synthetic_demo,demo-00256,AMD Ryzen 7 7700X,AMD Radeon RX 7800 XT,64,DDR5,1024,NVMe SSD,good,Lenovo,0.6,2558.61,2109.5,82.0,73.0,0.84
synthetic_demo,demo-00257,AMD Ryzen 7 5800X,NVIDIA GeForce RTX 3090,32,DDR4,1024,NVMe SSD,good,Dell,5.1,1495.21,1272.45,70.0,82.0,0.84
synthetic_demo,demo-00258,AMD Ryzen 9 7900X,AMD Radeon RX 6700 XT,16,DDR4,2048,NVMe SSD,like_new,Dell,2.8,1435.77,1542.76,88.0,57.0,0.95
synthetic_demo,demo-00259,Intel Core i5-12600K,AMD Radeon RX 7800 XT,16,DDR5,1024,SATA SSD,good,MSI,3.5,1199.81,1318.85,68.0,73.0,0.84
synthetic_demo,demo-00260,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,16,DDR5,1024,NVMe SSD,good,Dell,2.7,1820.22,1492.28,95.0,73.0,0.84
synthetic_demo,demo-00261,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XTX,16,DDR5,256,SATA SSD,good,ASUS,4.3,1539.69,1445.89,100.0,92.0,0.84
synthetic_demo,demo-00262,AMD Ryzen 9 7900X,AMD Radeon RX 6800 XT,128,DDR5,4096,NVMe SSD,new,HP,2.9,2200.58,2361.75,88.0,69.0,1.0
synthetic_demo,demo-00263,AMD Ryzen 7 5800X3D,NVIDIA GeForce RTX 4070,64,DDR5,4096,NVMe SSD,fair,HP,2.5,1359.2,1485.51,78.0,72.0,0.72
synthetic_demo,demo-00264,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,32,DDR5,2048,NVMe SSD,good,Dell,3.7,1494.48,1735.09,84.0,92.0,0.84
synthetic_demo,demo-00265,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060 Ti,128,DDR5,1024,HDD,good,MSI,2.6,2083.84,1818.48,96.0,62.0,0.84
synthetic_demo,demo-00266,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 3070,32,DDR5,2048,NVMe SSD,excellent,HP,4.5,1401.18,1466.45,100.0,60.0,0.9
synthetic_demo,demo-00267,Intel Core i7-14700K,NVIDIA GeForce RTX 4070,16,DDR5,4096,SATA SSD,good,HP,1.0,2086.92,1936.05,93.0,72.0,0.84
synthetic_demo,demo-00268,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 3090,16,DDR5,512,NVMe SSD,good,custom,5.0,1534.17,1494.16,100.0,82.0,0.84
synthetic_demo,demo-00269,AMD Ryzen 5 7600X,NVIDIA GeForce RTX 4080,32,DDR4,1024,NVMe SSD,good,Alienware,0.7,1878.26,1769.07,74.0,90.0,0.84
synthetic_demo,demo-00270,Intel Core i5-12600K,NVIDIA GeForce RTX 3070,16,DDR5,2048,NVMe SSD,good,MSI,2.5,1456.4,1367.15,68.0,60.0,0.84
synthetic_demo,demo-00271,Intel Core i9-13900K,NVIDIA GeForce RTX 3090,32,DDR5,512,NVMe SSD,excellent,custom,1.9,1797.57,1678.18,95.0,82.0,0.9
synthetic_demo,demo-00272,Intel Core i5-12400,AMD Radeon RX 6700 XT,64,DDR5,2048,NVMe SSD,new,Dell,2.1,1944.94,1822.26,56.0,57.0,1.0
synthetic_demo,demo-00273,Intel Core i7-13700K,AMD Radeon RX 7600,32,DDR5,1024,NVMe SSD,good,HP,0.9,1632.67,1379.2,87.0,50.0,0.84
synthetic_demo,demo-00274,AMD Ryzen 5 7600X,NVIDIA GeForce RTX 3090,32,DDR5,2048,NVMe SSD,good,HP,0.8,1255.5,1470.46,74.0,82.0,0.84
synthetic_demo,demo-00275,Intel Core i5-12400,AMD Radeon RX 7600,16,DDR4,1024,NVMe SSD,new,HP,2.8,1295.47,1259.89,56.0,50.0,1.0
synthetic_demo,demo-00276,Intel Core i7-14700K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,2048,NVMe SSD,good,custom,4.9,1152.93,1067.93,93.0,84.0,0.84
synthetic_demo,demo-00277,AMD Ryzen 9 7900X,NVIDIA GeForce RTX 4060,64,DDR5,1024,NVMe SSD,excellent,Dell,5.5,1098.68,1096.47,88.0,54.0,0.9
synthetic_demo,demo-00278,Intel Core i9-14900K,NVIDIA GeForce RTX 4090,16,DDR5,1024,NVMe SSD,good,Alienware,1.5,1830.4,1817.0,100.0,100.0,0.84
synthetic_demo,demo-00279,AMD Ryzen 7 5800X,AMD Radeon RX 7900 XTX,64,DDR5,1024,NVMe SSD,good,Dell,5.2,1747.52,1736.4,70.0,92.0,0.84
synthetic_demo,demo-00280,Intel Core i9-14900K,NVIDIA GeForce RTX 3080,32,DDR5,2048,NVMe SSD,good,MSI,6.0,1651.33,1358.71,100.0,72.0,0.84
synthetic_demo,demo-00281,Intel Core i9-13900K,NVIDIA GeForce RTX 4060,32,DDR5,1024,NVMe SSD,like_new,Dell,2.6,1703.65,1582.52,95.0,54.0,0.95
synthetic_demo,demo-00282,Intel Core i5-12400,AMD Radeon RX 6700 XT,32,DDR4,1024,NVMe SSD,excellent,Lenovo,8.2,883.46,911.47,56.0,57.0,0.9
synthetic_demo,demo-00283,AMD Ryzen 5 7600X,AMD Radeon RX 7700 XT,32,DDR5,4096,NVMe SSD,good,ASUS,4.4,1473.4,1486.74,74.0,64.0,0.84
synthetic_demo,demo-00284,Intel Core i5-13600K,AMD Radeon RX 7800 XT,16,DDR5,2048,NVMe SSD,good,Lenovo,4.3,1479.26,1385.26,79.0,73.0,0.84
synthetic_demo,demo-00285,AMD Ryzen 9 7950X,AMD Radeon RX 7600,8,DDR4,2048,NVMe SSD,excellent,MSI,2.8,1607.78,1485.25,95.0,50.0,0.9
synthetic_demo,demo-00286,AMD Ryzen 5 7600X,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,256,NVMe SSD,good,ASUS,0.0,1847.64,1961.83,74.0,84.0,0.84
synthetic_demo,demo-00287,Intel Core i5-13600K,AMD Radeon RX 7700 XT,8,DDR5,1024,SATA SSD,good,Lenovo,0.3,1504.93,1435.45,79.0,64.0,0.84
synthetic_demo,demo-00288,Intel Core i9-14900K,NVIDIA GeForce RTX 4090,32,DDR5,2048,NVMe SSD,like_new,custom,1.6,2264.24,2499.76,100.0,100.0,0.95
synthetic_demo,demo-00289,Intel Core i5-12600K,NVIDIA GeForce RTX 4070,16,DDR5,1024,NVMe SSD,excellent,HP,2.1,1506.72,1455.28,68.0,72.0,0.9
synthetic_demo,demo-00290,AMD Ryzen 9 7900X,NVIDIA GeForce RTX 2080,64,DDR5,1024,NVMe SSD,excellent,MSI,3.3,1435.41,1290.34,88.0,44.0,0.9
synthetic_demo,demo-00291,AMD Ryzen 9 7900X,Intel Arc A750,128,DDR5,2048,NVMe SSD,excellent,HP,2.9,1163.12,1377.87,88.0,43.0,0.9
synthetic_demo,demo-00292,AMD Ryzen 9 7950X,Intel Arc A750,8,DDR5,1024,NVMe SSD,good,Lenovo,2.8,1194.33,1159.93,95.0,43.0,0.84
synthetic_demo,demo-00293,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,64,DDR5,1024,NVMe SSD,fair,ASUS,2.8,1480.64,1304.79,96.0,50.0,0.72
synthetic_demo,demo-00294,AMD Ryzen 5 5600X,AMD Radeon RX 6800 XT,32,DDR5,512,SATA SSD,excellent,Alienware,0.9,1272.78,1367.6,58.0,69.0,0.9
synthetic_demo,demo-00295,Intel Core i7-13700K,NVIDIA GeForce RTX 4070 Ti SUPER,32,DDR5,1024,NVMe SSD,good,Lenovo,3.3,1759.66,1765.2,87.0,84.0,0.84
